,col_room_number,col_region,col_area,col_price,col_price_sq_m,col_floor,col_layout,flat_type,city_area,premises_area,floor,floor_tot,layout,status,price
386,1-комн.,"Центральный р-н, Любы Шевцовой, 88",31.90 м 2,3 500 000 руб.,109 718 руб./м2,10 эт. из 17,"Центральный р-н, Любы Шевцовой, 88
Планировка: студия
Готовое",1_room_ap,Central,31.9,10,17,studio,finished,40697.67441860465
387,1-комн.,"Центральный р-н, Чернышевского, 110",25.30 м 2,4 000 000 руб.,158 103 руб./м2,9 эт. из 14,"Центральный р-н, Чернышевского, 110
Планировка: студия
Готовое",1_room_ap,Central,25.3,9,14,studio,finished,46511.62790697674
388,2-комн.,"Октябрьский р-н, Академгородок, 12",44.00 м 2,3 780 000 руб.,85 909 руб./м2,1 эт. из 5,"Октябрьский р-н, Академгородок, 12
Планировка: хрущевка
Готовое",2_room_ap,Oktyabrskiy,44.0,1,5,khrushchevka,finished,43953.48837209302
389,2-комн.,"Железнодорожный р-н, Робеспьера, 34",53.60 м 2,5 900 000 руб.,110 075 руб./м2,10 эт. из 17,"Железнодорожный р-н, Робеспьера, 34
Планировка: новая
Готовое",2_room_ap,Zheleznodorozhniy,53.6,10,17,new,finished,68604.6511627907
390,1-комн.,"Советский р-н, Светлова, 8",24.00 м 2,1 950 000 руб.,81 250 руб./м2,6 эт. из 9,"Советский р-н, Светлова, 8
Планировка: индивидуальная
Готовое",1_room_ap,Sovietskiy,24.0,6,9,individual,finished,22674.418604651164
391,1-комн.,"Советский р-н, Тельмана, 32а",35.20 м 2,3 090 000 руб.,87 784 руб./м2,4 эт. из 5,"Советский р-н, Тельмана, 32а
Планировка: индивидуальная
Готовое",1_room_ap,Sovietskiy,35.2,4,5,individual,finished,35930.232558139534
392,1-комн.,"Советский р-н, 40 лет Победы, 2",29.10 м 2,2 300 000 руб.,79 038 руб./м2,1 эт. из 13,"Советский р-н, 40 лет Победы, 2
Планировка: студия
Готовое",1_room_ap,Sovietskiy,29.1,1,13,studio,finished,26744.18604651163
393,3-комн.,"Свердловский р-н, Лесников, 23",79.30 м 2,9 800 000 руб.,123 581 руб./м2,4 эт. из 25,"Свердловский р-н, Лесников, 23
Планировка: индивидуальная
Готовое",3_room_ap,Sverdlovsky,79.3,4,25,individual,finished,113953.48837209302
394,3-комн.,"Ленинский р-н, Волгоградская, 13а",48.00 м 2,4 150 000 руб.,86 458 руб./м2,1 эт. из 5,"Ленинский р-н, Волгоградская, 13а
Планировка: улучшенная
Готовое",3_room_ap,Leninsky,48.0,1,5,improved,finished,48255.813953488374
395,3-комн.,"Ленинский р-н, Дмитрия Мартынова, 24",92.00 м 2,9 200 000 руб.,100 000 руб./м2,16 эт. из 17,"Ленинский р-н, Дмитрия Мартынова, 24
Планировка: индивидуальная
Готовое",3_room_ap,Leninsky,92.0,16,17,individual,finished,106976.74418604652
396,3-комн.,"Советский р-н, Металлургов, 45а",58.60 м 2,5 000 000 руб.,85 324 руб./м2,12 эт. из 12,"Советский р-н, Металлургов, 45а
Планировка: новая
Готовое",3_room_ap,Sovietskiy,58.6,12,12,new,finished,58139.53488372093
397,3-комн.,"Советский р-н, 60 лет Образования СССР, 7",61.00 м 2,4 690 000 руб.,76 885 руб./м2,9 эт. из 9,"Советский р-н, 60 лет Образования СССР, 7
Планировка: новая
Готовое",3_room_ap,Sovietskiy,61.0,9,9,new,finished,54534.88372093023
398,2-комн.,"Советский р-н, Молодежный, 8",48.00 м 2,3 400 000 руб.,70 833 руб./м2,4 эт. из 9,"Советский р-н, Молодежный, 8
Планировка: индивидуальная
Готовое",2_room_ap,Sovietskiy,48.0,4,9,individual,finished,39534.88372093023
399,1-комн.,"Кировский р-н, Грунтовая, 28а",36.00 м 2,3 800 000 руб.,105 556 руб./м2,9 эт. из 10,"Кировский р-н, Грунтовая, 28а
Планировка: новая
Готовое",1_room_ap,Kirovsky,36.0,9,10,new,finished,44186.04651162791
400,2-комн.,"Железнодорожный р-н, Железнодорожников, 20",47.70 м 2,4 250 000 руб.,89 099 руб./м2,1 эт. из 5,"Железнодорожный р-н, Железнодорожников, 20
Планировка: улучшенная
Готовое",2_room_ap,Zheleznodorozhniy,47.7,1,5,improved,finished,49418.604651162794
401,2-комн.,"Железнодорожный р-н, Калинина, 8",53.00 м 2,5 200 000 руб.,98 113 руб./м2,8 эт. из 10,"Железнодорожный р-н, Калинина, 8
Планировка: новая
Готовое",2_room_ap,Zheleznodorozhniy,53.0,8,10,new,finished,60465.11627906977
402,3-комн.,"Октябрьский р-н, Карбышева, 4а",78.00 м 2,6 910 000 руб.,88 590 руб./м2,6 эт. из 9,"Октябрьский р-н, Карбышева, 4а
Планировка: улучшенная
Готовое",3_room_ap,Oktyabrskiy,78.0,6,9,improved,finished,80348.83720930232
403,3-комн.,"Железнодорожный р-н, Льва Толстого, 21",74.40 м 2,17 500 000 руб.,235 215 руб./м2,11 эт. из 11,"Железнодорожный р-н, Льва Толстого, 21
Планировка: новая
Готовое",3_room_ap,Zheleznodorozhniy,74.4,11,11,new,finished,203488.37209302327
404,1-комн.,"Октябрьский р-н, Вильского, 28",23.50 м 2,2 900 000 руб.,123 404 руб./м2,11 эт. из 16,"Октябрьский р-н, Вильского, 28
Планировка: новая
Готовое",1_room_ap,Oktyabrskiy,23.5,11,16,new,finished,33720.93023255814
405,1-комн.,"Октябрьский р-н, Калинина, 15",21.30 м 2,3 000 000 руб.,140 845 руб./м2,7 эт. из 16,"Октябрьский р-н, Калинина, 15
Планировка: студия
Готовое",1_room_ap,Oktyabrskiy,21.3,7,16,studio,finished,34883.72093023256
406,2-комн.,"Октябрьский р-н, Калинина, 15",62.50 м 2,6 200 000 руб.,99 200 руб./м2,13 эт. из 16,"Октябрьский р-н, Калинина, 15
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,62.5,13,16,new,finished,72093.02325581395
407,1-комн.,"Советский р-н, Молокова, 14",37.00 м 2,5 490 000 руб.,148 378 руб./м2,7 эт. из 10,"Советский р-н, Молокова, 14
Планировка: новая
Готовое",1_room_ap,Sovietskiy,37.0,7,10,new,finished,63837.20930232558
408,1-комн.,"Кировский р-н, Щорса, 91",33.40 м 2,3 250 000 руб.,97 305 руб./м2,4 эт. из 5,"Кировский р-н, Щорса, 91
Планировка: ленинградка
Готовое",1_room_ap,Kirovsky,33.4,4,5,leningradka,finished,37790.6976744186
409,1-комн.,"Советский р-н, Урванцева, 15",40.70 м 2,4 990 000 руб.,122 604 руб./м2,7 эт. из 10,"Советский р-н, Урванцева, 15
Планировка: новая
Готовое",1_room_ap,Sovietskiy,40.7,7,10,new,finished,58023.25581395349
410,4-комн.,"Советский р-н, 9 Мая, 39",90.10 м 2,7 690 000 руб.,85 350 руб./м2,9 эт. из 9,"Советский р-н, 9 Мая, 39
Планировка: новая
Готовое",4_room_ap,Sovietskiy,90.1,9,9,new,finished,89418.6046511628
411,3-комн.,"Кировский р-н, Щорса, 43",67.20 м 2,7 050 000 руб.,104 911 руб./м2,3 эт. из 10,"Кировский р-н, Щорса, 43
Планировка: новая
Готовое",3_room_ap,Kirovsky,67.2,3,10,new,finished,81976.74418604652
412,1-комн.,"Кировский р-н, Апрельская, 3",36.60 м 2,3 950 000 руб.,107 923 руб./м2,7 эт. из 14,"Кировский р-н, Апрельская, 3
Планировка: новая
Готовое",1_room_ap,Kirovsky,36.6,7,14,new,finished,45930.232558139534
413,Гостин.,"Советский р-н, Устиновича, 28",13.80 м 2,1 450 000 руб.,105 072 руб./м2,1 эт. из 5,"Советский р-н, Устиновича, 28
Планировка: гостинка
Готовое",small_family_ap,Sovietskiy,13.8,1,5,small_family_ap,finished,16860.46511627907
415,4-комн.,"Советский р-н, 40 лет Победы, 12",85.00 м 2,7 000 000 руб.,82 353 руб./м2,4 эт. из 9,"Советский р-н, 40 лет Победы, 12
Планировка: новая
Готовое",4_room_ap,Sovietskiy,85.0,4,9,new,finished,81395.3488372093
416,1-комн.,"Советский р-н, Воронова, 14и",47.90 м 2,5 700 000 руб.,118 998 руб./м2,7 эт. из 15,"Советский р-н, Воронова, 14и
Планировка: новая
Готовое",1_room_ap,Sovietskiy,47.9,7,15,new,finished,66279.06976744186
417,1-комн.,"Октябрьский р-н, Ленинградская, 10",32.00 м 2,4 100 000 руб.,128 125 руб./м2,9 эт. из 17,"Октябрьский р-н, Ленинградская, 10
Планировка: студия
Готовое",1_room_ap,Oktyabrskiy,32.0,9,17,studio,finished,47674.41860465116
418,2-комн.,"Центральный р-н, Любы Шевцовой, 78",53.00 м 2,6 200 000 руб.,116 981 руб./м2,6 эт. из 10,"Центральный р-н, Любы Шевцовой, 78
Планировка: новая
Готовое",2_room_ap,Central,53.0,6,10,new,finished,72093.02325581395
419,2-комн.,"Советский р-н, 9 Мая, 41",52.70 м 2,6 250 000 руб.,118 596 руб./м2,2 эт. из 9,"Советский р-н, 9 Мая, 41
Планировка: новая
Готовое",2_room_ap,Sovietskiy,52.7,2,9,new,finished,72674.41860465116
420,3-комн.,"Свердловский р-н, Александра Матросова, 2",58.38 м 2,6 188 000 руб.,105 995 руб./м2,11 эт. из 10,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",3_room_ap,Sverdlovsky,58.38,11,10,new,under_construction,71953.48837209302
421,2-комн.,"Свердловский р-н, Александра Матросова, 1",67.47 м 2,7 152 000 руб.,106 003 руб./м2,4 эт. из 10,"Свердловский р-н, Александра Матросова, 1
Планировка: новая
Строится",2_room_ap,Sverdlovsky,67.47,4,10,new,under_construction,83162.79069767441
422,2-комн.,"Свердловский р-н, Александра Матросова, 2",54.08 м 2,5 732 000 руб.,105 991 руб./м2,7 эт. из 10,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",2_room_ap,Sverdlovsky,54.08,7,10,new,under_construction,66651.16279069768
423,1-комн.,"Свердловский р-н, Александра Матросова, 1",43.91 м 2,4 654 000 руб.,105 990 руб./м2,10 эт. из 20,"Свердловский р-н, Александра Матросова, 1
Планировка: новая
Строится",1_room_ap,Sverdlovsky,43.91,10,20,new,under_construction,54116.27906976744
424,1-комн.,"Свердловский р-н, Александра Матросова, 2",35.20 м 2,3 721 000 руб.,105 710 руб./м2,6 эт. из 20,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",1_room_ap,Sverdlovsky,35.2,6,20,new,under_construction,43267.441860465115
425,1-комн.,"Свердловский р-н, Александра Матросова, 2",33.46 м 2,3 547 000 руб.,106 007 руб./м2,4 эт. из 20,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",1_room_ap,Sverdlovsky,33.46,4,20,new,under_construction,41244.186046511626
426,1-комн.,"Советский р-н, Соколовская, 9",32.00 м 2,2 832 000 руб.,88 500 руб./м2,5 эт. из 18,"Советский р-н, Соколовская, 9
Планировка: студия
Строится",1_room_ap,Sovietskiy,32.0,5,18,studio,under_construction,32930.232558139534
427,3-комн.,"Железнодорожный р-н, Дубровинского, 7.1",60.80 м 2,7 752 000 руб.,127 500 руб./м2,17 эт. из 17,"Железнодорожный р-н, Дубровинского, 7.1
Планировка: новая
Строится",3_room_ap,Zheleznodorozhniy,60.8,17,17,new,under_construction,90139.53488372093
